date,market,segment,orders,sessions,order_attempts,cancellations,gross_bookings,net_revenue,driver_hours,active_delivery_hours,fulfillment_rate
2023-03-29,boston,all,607,8396,644,53,23478.99,4039.41,285.0,224.3,0.9425
2023-03-30,boston,all,644,8964,694,61,27622.37,4878.0,325.5,253.9,0.928
2023-03-31,boston,all,739,9777,794,85,31348.29,5512.49,378.3,296.8,0.9307
2023-04-01,boston,all,748,10145,803,85,29871.33,5737.06,385.7,286.2,0.9315
2023-04-02,boston,all,758,10114,795,60,28065.4,5355.83,378.8,309.7,0.9535
2023-04-03,boston,all,561,7981,592,55,21316.06,3967.86,282.2,224.5,0.9476
2023-04-04,boston,all,697,9522,728,67,24612.2,4469.86,343.1,255.1,0.9574
2023-04-05,boston,all,567,7939,600,52,23353.77,4593.28,250.4,193.1,0.945
2023-04-06,boston,all,599,8446,626,63,24528.21,4820.35,300.5,240.1,0.9569
2023-04-07,boston,all,733,10085,785,75,29436.13,5536.5,399.0,323.6,0.9338
2023-04-08,boston,all,758,10445,798,63,30133.97,5717.57,373.8,283.5,0.9499
2023-04-09,boston,all,718,9747,765,63,30669.5,5946.62,378.6,290.9,0.9386
2023-04-10,boston,all,563,7566,604,64,22855.32,4380.98,273.1,205.1,0.9321
2023-04-11,boston,all,574,8048,600,50,22323.27,3945.57,303.4,229.9,0.9567
2023-04-12,boston,all,589,8540,625,54,23733.43,4393.08,319.5,237.3,0.9424
2023-04-13,boston,all,624,8584,669,74,27515.29,4802.97,280.4,202.7,0.9327
2023-04-14,boston,all,718,9869,774,81,29613.43,5753.34,305.6,232.8,0.9276
2023-04-15,boston,all,753,9965,782,79,29532.78,5599.63,388.1,297.7,0.9629
2023-04-16,boston,all,724,9820,770,62,28895.6,5760.99,363.9,290.4,0.9403
2023-04-17,boston,all,615,8563,647,62,25169.96,4381.97,297.4,229.7,0.9505
2023-04-18,boston,all,576,7789,602,59,22554.91,4179.52,284.9,214.4,0.9568
2023-04-19,boston,all,569,7783,591,52,22180.14,4252.38,303.6,232.7,0.9628
2023-04-20,boston,all,661,9387,700,47,26425.03,5179.84,291.4,233.0,0.9443
2023-04-21,boston,all,663,9110,694,59,28534.31,5581.37,354.8,272.5,0.9553
2023-04-22,boston,all,771,10744,820,74,32059.69,5644.43,352.8,273.6,0.9402
2023-04-23,boston,all,764,9767,798,90,29934.24,5970.97,411.9,303.7,0.9574
2023-04-24,boston,all,572,8056,589,61,23874.15,4761.47,299.7,216.0,0.9711
2023-04-25,boston,all,628,8502,671,47,25130.77,5002.83,309.2,251.4,0.9359
2023-04-26,boston,all,616,8619,639,52,25064.53,4722.37,325.3,242.9,0.964
2023-04-27,boston,all,627,8869,654,60,25398.04,4951.55,304.8,230.1,0.9587
2023-04-28,boston,all,655,8797,682,61,23435.56,4037.5,291.4,213.2,0.9604
2023-04-29,boston,all,835,11293,874,59,28310.78,5029.8,445.2,343.4,0.9554
2023-04-30,boston,all,700,9264,738,82,28317.27,4892.09,362.9,288.0,0.9485
2023-05-01,boston,all,595,8101,637,69,22785.1,4219.04,274.1,216.2,0.9341
2023-05-02,boston,all,597,8363,634,69,21922.72,4361.35,307.3,247.5,0.9416
2023-05-03,boston,all,623,8881,646,57,23895.78,4527.66,323.7,242.3,0.9644
2023-05-04,boston,all,632,8968,657,71,26448.75,4862.27,332.7,250.0,0.9619
2023-05-05,boston,all,664,9348,712,70,27035.19,5239.02,333.5,272.3,0.9326
2023-05-06,boston,all,861,11642,898,82,35768.97,6671.27,453.5,347.2,0.9588
2023-05-07,boston,all,756,10165,787,56,30925.08,5681.85,378.9,304.4,0.9606
2023-05-08,boston,all,572,8107,589,45,21828.86,4123.03,307.2,240.0,0.9711
2023-05-09,boston,all,599,8506,640,49,24890.3,4613.52,341.7,252.2,0.9359
2023-05-10,boston,all,639,8851,682,73,26308.58,4978.8,341.9,278.9,0.937
2023-05-11,boston,all,618,8671,647,64,24574.79,4769.45,332.5,250.2,0.9552
2023-05-12,boston,all,671,9056,691,80,26918.96,4949.66,358.9,281.4,0.9711
2023-05-13,boston,all,829,11227,886,82,34473.91,6289.79,426.5,317.9,0.9357
2023-05-14,boston,all,741,9907,767,55,28529.32,5328.13,394.0,306.4,0.9661
2023-05-15,boston,all,560,7847,590,53,23618.43,4656.2,293.1,226.9,0.9492
2023-05-16,boston,all,576,8059,617,44,23690.99,4328.09,294.3,219.6,0.9335
2023-05-17,boston,all,583,8389,608,67,23322.63,4558.0,306.5,251.0,0.9589
2023-05-18,boston,all,648,8976,680,54,27904.48,5260.41,325.3,238.8,0.9529
2023-05-19,boston,all,731,9803,777,58,27347.69,4659.28,353.9,270.5,0.9408
2023-05-20,boston,all,739,9970,786,71,28879.85,5322.15,351.7,254.3,0.9402
2023-05-21,boston,all,786,10171,828,87,30367.5,5354.28,402.5,317.3,0.9493
2023-05-22,boston,all,608,8392,639,58,24755.44,4320.1,288.2,220.8,0.9515
2023-05-23,boston,all,636,8842,668,46,26944.03,4769.99,322.8,250.5,0.9521
2023-05-24,boston,all,574,7877,605,62,21831.49,4177.95,278.2,219.7,0.9488
2023-05-25,boston,all,664,8828,695,48,30949.7,5843.97,348.1,277.2,0.9554
2023-05-26,boston,all,695,9290,725,70,26878.77,5002.29,346.9,283.3,0.9586
2023-05-27,boston,all,756,10633,791,76,30785.35,5690.92,393.7,317.5,0.9558
2023-05-28,boston,all,756,10076,797,61,30244.06,5494.6,360.3,271.1,0.9486
2023-05-29,boston,all,599,8450,628,55,24015.3,4721.34,304.6,241.5,0.9538
2023-05-30,boston,all,564,8121,597,40,21666.16,4289.33,302.3,220.0,0.9447
2023-05-31,boston,all,642,8594,682,54,27050.73,5218.98,299.0,219.4,0.9413
2023-06-01,boston,all,611,8218,660,62,23396.51,4179.71,357.5,273.8,0.9258
2023-06-02,boston,all,687,9404,729,58,25049.49,4945.17,398.0,304.9,0.9424
2023-06-03,boston,all,805,11012,859,58,30393.58,5913.8,383.5,295.5,0.9371
2023-06-04,boston,all,706,9463,731,73,30280.79,5260.4,304.3,233.6,0.9658
2023-06-05,boston,all,592,8352,632,63,25160.56,4535.2,292.3,229.2,0.9367
2023-06-06,boston,all,633,8796,668,72,22778.84,4096.28,333.3,271.8,0.9476
2023-06-07,boston,all,631,8858,677,72,26266.93,5040.66,358.9,264.6,0.9321
2023-06-08,boston,all,662,9235,714,63,23855.92,4430.45,341.8,258.3,0.9272
2023-06-09,boston,all,685,9471,713,62,27362.7,4870.74,385.8,280.6,0.9607
2023-06-10,boston,all,826,10925,889,82,31044.79,5492.56,451.4,334.0,0.9291
2023-06-11,boston,all,786,10311,836,86,32840.31,6033.59,378.8,310.1,0.9402
2023-06-12,boston,all,536,7431,572,50,22034.6,4186.1,249.7,180.8,0.9371
2023-06-13,boston,all,637,8834,671,76,26727.98,4951.67,293.9,217.9,0.9493
2023-06-14,boston,all,623,8522,653,63,24552.13,4366.13,320.6,244.5,0.9541
2023-06-15,boston,all,670,9273,717,57,26543.62,5006.11,301.9,226.2,0.9344
2023-06-16,boston,all,773,10043,797,85,28602.17,5719.5,397.1,307.6,0.9699
2023-06-17,boston,all,786,10849,831,61,29820.08,5227.46,412.9,338.2,0.9458
2023-06-18,boston,all,695,9183,718,81,29118.46,5411.72,285.4,225.6,0.968
2023-06-19,boston,all,582,8078,607,51,23707.5,4297.45,304.6,231.7,0.9588
2023-06-20,boston,all,592,8389,631,62,23803.53,4202.57,318.8,251.3,0.9382
2023-06-21,boston,all,584,7739,624,59,24834.15,4874.07,269.5,217.5,0.9359
2023-06-22,boston,all,646,8534,694,48,24160.22,4801.44,282.2,209.6,0.9308
2023-06-23,boston,all,760,10263,810,81,31494.62,5684.96,387.8,307.0,0.9383
2023-06-24,boston,all,843,11229,897,72,31731.94,5725.04,463.6,362.3,0.9398
2023-06-25,boston,all,752,10208,810,67,32302.72,5580.39,389.2,308.8,0.9284
2023-06-26,boston,all,587,8185,620,44,24119.21,4547.26,261.5,190.5,0.9468
2023-06-27,boston,all,591,8374,628,65,24780.04,4232.34,290.0,230.1,0.9411
2023-06-28,boston,all,556,7904,597,63,21459.77,3967.62,299.5,239.2,0.9313
2023-06-29,boston,all,685,9142,732,53,30389.47,5305.53,347.5,274.1,0.9358
2023-06-30,boston,all,695,9346,743,77,30578.0,5815.0,378.8,280.2,0.9354
2023-07-01,boston,all,808,10848,854,93,33015.49,6532.69,394.5,290.4,0.9461
2023-07-02,boston,all,718,9814,758,54,30407.68,5250.3,367.7,291.9,0.9472
2023-07-03,boston,all,600,8279,637,72,23637.74,4569.94,318.7,250.1,0.9419
2023-07-04,boston,all,600,8572,639,42,22477.82,4381.31,268.1,219.4,0.939
2023-07-05,boston,all,611,8596,646,69,25412.46,4454.45,305.9,234.2,0.9458
2023-07-06,boston,all,669,9492,695,66,25529.96,5046.74,331.8,246.5,0.9626
2023-07-07,boston,all,727,9527,758,86,30985.06,5844.64,348.2,277.5,0.9591
2023-07-08,boston,all,767,10661,809,67,32287.41,6007.01,395.8,314.6,0.9481
2023-07-09,boston,all,706,9713,734,62,28572.13,5432.77,310.1,239.5,0.9619
2023-07-10,boston,all,570,8236,599,64,23004.4,4109.58,257.3,204.5,0.9516
2023-07-11,boston,all,615,8665,638,65,25816.82,4408.54,278.0,208.8,0.9639
2023-07-12,boston,all,651,9094,675,65,26397.48,4837.64,337.5,250.3,0.9644
2023-07-13,boston,all,694,9428,744,71,27198.61,5230.3,391.1,286.5,0.9328
2023-07-14,boston,all,651,8787,688,68,24068.11,4754.88,337.6,252.9,0.9462
2023-07-15,boston,all,773,10476,826,56,32402.46,5926.51,412.5,324.0,0.9358
2023-07-16,boston,all,817,10920,842,62,33278.76,5920.61,458.2,341.7,0.9703
2023-07-17,boston,all,577,8056,603,46,26260.03,4567.64,290.7,235.0,0.9569
2023-07-18,boston,all,597,7886,615,47,23765.48,4707.11,262.8,195.8,0.9707
2023-07-19,boston,all,617,8650,636,69,25052.71,4432.53,313.1,246.9,0.9701
2023-07-20,boston,all,692,9511,714,62,28130.5,5551.05,336.9,260.3,0.9692
2023-07-21,boston,all,746,9868,788,70,30810.93,5407.71,364.7,270.3,0.9467
2023-07-22,boston,all,781,10631,808,58,29729.74,5070.23,421.0,326.5,0.9666
2023-07-23,boston,all,730,9785,781,83,29087.27,5140.49,385.5,314.4,0.9347
2023-07-24,boston,all,605,8461,639,43,25201.47,4656.82,348.3,283.7,0.9468
2023-07-25,boston,all,607,8365,633,45,23876.03,4308.7,277.6,208.0,0.9589
2023-07-26,boston,all,590,8160,632,65,24532.42,4838.57,315.7,244.2,0.9335
2023-07-27,boston,all,669,9290,706,51,26889.41,5010.91,341.5,251.0,0.9476
2023-07-28,boston,all,692,9524,725,76,28236.19,4899.91,349.9,268.3,0.9545
2023-07-29,boston,all,877,11360,928,77,37099.09,7002.82,416.7,313.4,0.945
2023-07-30,boston,all,802,10658,853,87,31715.32,5761.67,416.3,338.4,0.9402
2023-07-31,boston,all,581,8310,615,42,21552.95,4103.0,317.4,248.6,0.9447
2023-08-01,boston,all,600,8376,646,52,23680.39,4584.18,297.3,219.6,0.9288
2023-08-02,boston,all,648,9264,679,61,24850.08,4959.24,308.3,252.6,0.9543
2023-08-03,boston,all,687,9374,722,70,24559.24,4599.93,354.6,279.9,0.9515
2023-08-04,boston,all,785,10549,842,88,31232.51,5653.16,394.7,289.5,0.9323
2023-08-05,boston,all,873,11734,927,72,35267.51,6454.24,436.1,348.9,0.9417
2023-08-06,boston,all,716,9795,772,74,30101.73,5480.88,375.9,291.6,0.9275
2023-08-07,boston,all,623,8684,666,48,23500.42,4312.71,315.2,239.6,0.9354
2023-08-08,boston,all,675,9199,713,74,27119.51,4634.77,353.1,261.2,0.9467
2023-08-09,boston,all,662,8977,703,77,27973.59,4963.07,369.5,276.3,0.9417
2023-08-10,boston,all,676,9210,710,49,26263.08,5242.97,375.0,276.3,0.9521
2023-08-11,boston,all,727,10087,753,54,29859.67,5907.45,321.2,257.1,0.9655
2023-08-12,boston,all,809,10915,850,88,34945.11,5991.29,424.9,317.5,0.9518
2023-08-13,boston,all,746,9976,779,85,27061.28,5395.68,336.6,258.2,0.9576
2023-08-14,boston,all,588,8258,626,60,23840.64,4619.33,331.3,270.6,0.9393
2023-08-15,boston,all,571,8182,607,53,24168.02,4110.56,326.6,267.6,0.9407
2023-08-16,boston,all,611,8682,658,66,24011.43,4739.95,262.9,210.1,0.9286
2023-08-17,boston,all,691,9285,714,59,29556.5,5876.16,328.7,262.9,0.9678
2023-08-18,boston,all,685,9437,722,82,28268.88,5338.94,316.5,257.8,0.9488
2023-08-19,boston,all,863,11589,906,97,37573.91,7276.18,461.9,369.4,0.9525
2023-08-20,boston,all,732,9866,773,84,30132.73,5423.17,376.2,287.8,0.947
2023-08-21,boston,all,622,8645,644,70,27184.56,5088.12,343.9,249.7,0.9658
2023-08-22,boston,all,594,8277,626,69,24116.4,4629.06,274.3,203.2,0.9489
2023-08-23,boston,all,624,8505,663,46,23252.99,4344.54,282.4,215.9,0.9412
2023-08-24,boston,all,641,8870,670,74,24831.06,4448.19,283.0,211.3,0.9567
2023-08-25,boston,all,733,9977,779,60,30812.92,5838.31,390.3,293.9,0.9409
2023-08-26,boston,all,831,11153,867,73,34899.82,6810.79,375.9,272.9,0.9585
2023-08-27,boston,all,761,10494,798,67,29967.26,5846.02,412.6,319.9,0.9536
2023-08-28,boston,all,612,8391,658,50,26688.46,4642.86,324.4,245.0,0.9301
2023-08-29,boston,all,671,9420,692,62,26364.98,4834.35,340.0,253.6,0.9697
2023-08-30,boston,all,622,8720,649,59,25454.7,4356.88,294.0,229.6,0.9584
2023-08-31,boston,all,647,8866,697,50,26441.96,4997.08,324.7,242.8,0.9283
2023-09-01,boston,all,689,9342,715,61,25726.61,4560.42,335.4,257.5,0.9636
2023-09-02,boston,all,820,11100,861,72,32618.79,6455.61,419.9,312.7,0.9524
2023-09-03,boston,all,754,9901,794,78,33749.54,6363.4,383.8,302.5,0.9496
2023-09-04,boston,all,622,8788,661,62,23732.7,4319.79,292.2,235.3,0.941
2023-09-05,boston,all,641,8788,680,68,26441.45,5075.27,349.8,254.7,0.9426
2023-09-06,boston,all,665,9043,706,73,25064.67,4416.94,315.7,253.2,0.9419
2023-09-07,boston,all,654,8856,704,68,24940.04,4308.22,318.3,256.3,0.929
2023-09-08,boston,all,795,10236,834,65,29551.28,5101.18,425.9,347.7,0.9532
2023-09-09,boston,all,853,11619,899,81,35725.47,6697.96,406.0,325.9,0.9488
2023-09-10,boston,all,737,10076,795,69,28195.57,5545.11,337.2,261.4,0.927
2023-09-11,boston,all,621,8465,644,46,26414.23,4666.94,344.8,250.7,0.9643
2023-09-12,boston,all,660,8969,711,76,25698.66,4954.74,316.9,230.5,0.9283
2023-09-13,boston,all,612,8605,659,46,24636.67,4216.04,346.2,256.1,0.9287
2023-09-14,boston,all,677,9292,730,80,27637.01,4991.25,285.4,218.2,0.9274
2023-09-15,boston,all,850,10835,878,61,31251.31,5925.61,386.8,315.5,0.9681
2023-09-16,boston,all,883,11848,935,94,35679.64,6949.95,439.3,324.0,0.9444
2023-09-17,boston,all,780,10288,836,66,31745.84,6295.07,417.3,322.9,0.933
2023-09-18,boston,all,639,8576,668,74,27016.94,5105.58,347.5,284.9,0.9566
2023-09-19,boston,all,640,8434,678,71,24371.84,4481.5,319.9,230.8,0.944
2023-09-20,boston,all,621,8552,648,44,23825.26,4093.63,256.4,185.8,0.9583
2023-09-21,boston,all,659,8898,683,47,27229.28,4854.15,381.5,285.0,0.9649
2023-09-22,boston,all,738,10085,792,74,31604.69,6248.04,370.3,275.0,0.9318
2023-09-23,boston,all,853,11457,920,66,33109.19,6207.54,436.8,336.3,0.9272
2023-09-24,boston,all,755,10246,780,53,28334.84,5108.21,316.7,241.3,0.9679
2023-09-25,boston,all,571,8217,592,68,22478.3,3989.1,260.2,202.5,0.9645
2023-09-26,boston,all,619,8855,656,63,23505.51,4076.08,296.1,217.5,0.9436
2023-09-27,boston,all,683,9379,706,48,27863.37,5365.04,330.0,260.2,0.9674
2023-09-28,boston,all,720,9878,764,68,27245.04,4968.71,335.7,248.9,0.9424
2023-09-29,boston,all,730,10026,778,57,30620.44,6065.8,345.9,264.7,0.9383
2023-09-30,boston,all,943,12287,991,104,38121.0,7000.23,516.4,373.5,0.9516
2023-10-01,boston,all,815,11205,870,58,34236.68,6660.79,398.7,318.9,0.9368
2023-10-02,boston,all,602,8298,623,53,21162.34,3680.28,303.3,237.4,0.9663
2023-10-03,boston,all,622,8683,650,51,22692.86,3960.52,323.8,239.9,0.9569
2023-10-04,boston,all,646,8933,691,77,27510.13,4902.2,312.4,243.7,0.9349
2023-10-05,boston,all,684,9306,708,51,26375.7,4635.19,328.8,251.1,0.9661
2023-10-06,boston,all,792,10483,827,84,29357.25,5850.97,359.4,288.5,0.9577
2023-10-07,boston,all,867,11489,920,81,34328.52,6668.12,399.0,326.5,0.9424
2023-10-08,boston,all,792,10521,826,88,32063.88,5786.0,369.6,270.7,0.9588
2023-10-09,boston,all,593,8420,625,48,23532.59,4367.52,280.9,216.0,0.9488
2023-10-10,boston,all,625,8461,670,70,25585.02,4758.75,287.1,214.1,0.9328
2023-10-11,boston,all,565,7994,590,66,22975.73,4324.41,289.8,230.4,0.9576
2023-10-12,boston,all,740,10272,778,60,30014.62,5195.79,359.4,260.0,0.9512
2023-10-13,boston,all,791,10701,815,65,33773.12,6095.01,376.7,291.7,0.9706
2023-10-14,boston,all,872,11640,929,103,34855.27,6015.25,421.6,339.7,0.9386
2023-10-15,boston,all,786,10669,824,72,31371.49,6198.13,377.0,286.1,0.9539
2023-10-16,boston,all,549,7625,589,61,22841.49,4159.52,306.9,246.7,0.9321
2023-10-17,boston,all,640,8589,662,72,26307.4,5046.04,302.2,222.0,0.9668
2023-10-18,boston,all,617,8768,660,53,23565.87,4657.2,297.4,241.4,0.9348
2023-10-19,boston,all,667,9235,714,53,26557.12,4761.24,337.9,270.0,0.9342
2023-10-20,boston,all,685,9417,732,61,28000.37,4833.86,304.0,230.8,0.9358
2023-10-21,boston,all,839,11128,895,84,32575.3,5866.37,378.3,277.3,0.9374
2023-10-22,boston,all,785,10713,818,74,30553.49,5809.12,405.9,313.4,0.9597
2023-10-23,boston,all,636,8807,668,68,23670.06,4378.82,343.6,270.4,0.9521
2023-10-24,boston,all,647,9203,679,63,22149.68,3815.25,351.1,257.3,0.9529
2023-10-25,boston,all,725,9784,755,80,28457.59,4897.72,311.9,253.7,0.9603
2023-10-26,boston,all,707,9774,746,53,28459.98,5435.48,362.2,288.4,0.9477
2023-10-27,boston,all,743,9953,791,68,28092.21,5396.41,372.8,303.9,0.9393
2023-10-28,boston,all,928,12276,978,66,39677.33,6875.5,463.8,347.8,0.9489
2023-10-29,boston,all,714,9838,770,54,27065.31,5246.38,333.4,254.5,0.9273
2023-10-30,boston,all,545,7647,581,47,22794.66,4111.4,251.8,187.3,0.938
2023-10-31,boston,all,619,8543,651,71,25278.31,4349.04,334.9,250.3,0.9508
2023-11-01,boston,all,630,9047,662,56,27942.18,5030.03,345.8,254.0,0.9517
2023-11-02,boston,all,673,9645,713,56,27646.62,5305.78,311.7,228.3,0.9439
2023-11-03,boston,all,718,9811,755,74,26643.15,5053.5,332.6,261.8,0.951
2023-11-04,boston,all,826,11356,860,87,34781.81,6415.3,408.0,300.2,0.9605
2023-11-05,boston,all,725,9808,766,68,31461.49,5612.4,386.9,283.7,0.9465
2023-11-06,boston,all,584,7998,621,49,21290.06,3886.24,325.9,252.1,0.9404
2023-11-07,boston,all,685,9352,718,58,28275.61,5130.56,327.8,259.1,0.954
2023-11-08,boston,all,666,8900,695,53,27785.94,5048.72,326.4,260.4,0.9583
2023-11-09,boston,all,723,10017,753,64,28612.25,5284.42,344.6,268.1,0.9602
2023-11-10,boston,all,748,10017,784,59,26296.76,4829.62,359.0,265.7,0.9541
2023-11-11,boston,all,891,11977,929,91,35112.6,6077.08,454.1,353.0,0.9591
2023-11-12,boston,all,806,10764,861,92,31303.32,5594.06,399.0,312.2,0.9361
2023-11-13,boston,all,637,8754,676,53,27428.93,4769.16,336.3,250.8,0.9423
2023-11-14,boston,all,644,8751,673,53,25645.89,4823.04,285.9,210.0,0.9569
2023-11-15,boston,all,690,9382,745,79,27031.01,4938.15,339.6,275.9,0.9262
2023-11-16,boston,all,722,9889,767,71,28033.08,5330.71,408.8,298.3,0.9413
2023-11-17,boston,all,780,10175,809,83,31708.17,5473.72,385.8,288.5,0.9642
2023-11-18,boston,all,860,11552,921,98,34497.81,6221.59,447.5,332.6,0.9338
2023-11-19,boston,all,774,10527,826,80,29737.17,5216.21,384.8,311.4,0.937
2023-11-20,boston,all,616,8604,650,66,24965.27,4313.07,301.0,231.8,0.9477
2023-11-21,boston,all,638,8856,665,57,24808.94,4793.17,294.2,240.0,0.9594
2023-11-22,boston,all,679,9615,727,79,23639.71,4111.61,340.5,273.4,0.934
2023-11-23,boston,all,670,9389,694,70,27695.15,4853.5,353.8,281.4,0.9654
2023-11-24,boston,all,753,10356,791,55,30983.22,5608.07,341.8,252.1,0.952
2023-11-25,boston,all,812,10835,870,81,32804.38,5864.86,454.4,342.8,0.9333
2023-11-26,boston,all,750,10005,803,56,29336.3,5796.69,379.5,304.4,0.934
2023-11-27,boston,all,611,8775,649,59,24351.94,4862.09,270.7,221.5,0.9414
2023-11-28,boston,all,637,8942,656,47,26523.77,4845.15,279.4,225.7,0.971
2023-11-29,boston,all,671,8963,702,68,25992.11,4575.5,310.9,253.3,0.9558
2023-11-30,boston,all,722,9877,774,67,30121.33,5570.74,333.7,261.7,0.9328
2023-12-01,boston,all,764,10170,814,75,28306.43,5233.01,349.4,268.4,0.9386
2023-12-02,boston,all,844,11495,904,86,34043.86,6263.43,371.6,286.7,0.9336
2023-12-03,boston,all,788,10535,814,65,31560.59,5384.56,415.5,318.2,0.9681
2023-12-04,boston,all,645,8937,695,55,27093.46,4710.23,325.4,239.3,0.9281
2023-12-05,boston,all,597,8408,622,56,22782.8,3969.45,309.1,232.0,0.9598
2023-12-06,boston,all,632,8837,661,62,24256.4,4379.56,336.4,245.2,0.9561
2023-12-07,boston,all,664,9285,712,77,24708.11,4630.88,343.9,250.7,0.9326
2023-12-08,boston,all,719,9958,755,63,27945.04,5486.6,378.9,284.6,0.9523
2023-12-09,boston,all,828,11430,879,82,33542.97,5927.07,410.7,323.1,0.942
2023-12-10,boston,all,798,10774,844,93,29050.64,5610.72,421.2,329.1,0.9455
2023-12-11,boston,all,635,8941,682,67,24837.5,4390.93,322.5,250.2,0.9311
2023-12-12,boston,all,653,9101,678,56,26917.69,4602.35,306.4,243.6,0.9631
2023-12-13,boston,all,639,9143,661,58,25428.52,4818.6,296.0,225.6,0.9667
2023-12-14,boston,all,714,9729,758,81,28667.39,5058.05,391.4,299.1,0.942
2023-12-15,boston,all,838,10810,899,77,30995.78,6124.45,432.7,334.0,0.9321
2023-12-16,boston,all,846,11136,910,70,33670.72,6666.89,377.6,274.4,0.9297
2023-12-17,boston,all,806,10596,846,77,32286.24,5590.39,392.8,305.7,0.9527
2023-12-18,boston,all,650,8885,693,52,25787.15,4534.45,331.2,263.3,0.938
2023-12-19,boston,all,633,8715,664,63,25513.45,4498.34,322.1,240.4,0.9533
2023-12-20,boston,all,668,9236,699,80,26307.01,5191.51,316.9,255.3,0.9557
2023-12-21,boston,all,764,10773,788,91,29863.17,5146.64,372.1,277.8,0.9695
2023-12-22,boston,all,754,9999,786,76,28592.03,5504.97,410.7,316.8,0.9593
2023-12-23,boston,all,907,12043,942,104,38047.67,6796.5,495.0,399.7,0.9628
2023-12-24,boston,all,761,10322,794,84,28573.03,5356.67,403.8,320.5,0.9584
2023-12-25,boston,all,674,9243,704,79,27172.91,4763.91,352.9,274.4,0.9574
2023-12-26,boston,all,673,9447,722,76,29360.56,5701.7,345.8,270.5,0.9321
2023-12-27,boston,all,652,9147,678,75,27516.27,5231.48,323.9,236.7,0.9617
2023-12-28,boston,all,701,9553,751,57,28754.13,4906.44,356.0,281.2,0.9334
2023-12-29,boston,all,779,10381,836,61,31549.1,5587.79,408.6,319.2,0.9318
2023-12-30,boston,all,861,11630,907,62,34219.98,6296.15,402.2,293.0,0.9493
2023-12-31,boston,all,772,10448,823,79,29488.32,5482.92,409.3,299.8,0.938
2024-01-01,boston,all,641,8843,670,75,25314.59,4931.74,314.3,256.8,0.9567
2024-01-02,boston,all,636,9141,656,76,26171.24,4752.93,363.0,267.8,0.9695
2024-01-03,boston,all,607,8533,647,68,24753.11,4896.3,271.6,219.9,0.9382
2024-01-04,boston,all,697,9906,739,78,28979.48,5095.07,329.9,246.6,0.9432
2024-01-05,boston,all,826,11101,870,79,35054.9,6861.34,399.3,303.3,0.9494
2024-01-06,boston,all,904,11895,972,84,35873.51,7071.71,408.5,316.8,0.93
2024-01-07,boston,all,796,10594,849,81,32145.43,6069.08,434.9,340.3,0.9376
2024-01-08,boston,all,684,9576,719,49,24762.07,4928.29,365.8,281.6,0.9513
2024-01-09,boston,all,618,8674,638,68,27508.66,5015.31,285.0,215.1,0.9687
2024-01-10,boston,all,660,9275,709,68,25853.72,4937.5,317.2,244.2,0.9309
2024-01-11,boston,all,697,9283,752,55,28788.46,4902.76,351.2,277.5,0.9269
2024-01-12,boston,all,788,10574,837,80,30866.71,5501.7,345.9,262.8,0.9415
2024-01-13,boston,all,939,12568,1003,94,36737.91,6869.66,483.0,374.1,0.9362
2024-01-14,boston,all,748,10496,789,82,29565.45,5803.05,381.1,288.8,0.948
2024-01-15,boston,all,567,8045,591,63,21268.04,4223.57,306.9,231.1,0.9594
2024-01-16,boston,all,684,9474,736,57,23967.07,4491.02,363.5,272.6,0.9293
2024-01-17,boston,all,651,9099,693,72,27549.92,5390.86,335.0,248.7,0.9394
2024-01-18,boston,all,723,9989,765,57,29709.09,5762.88,390.5,310.9,0.9451
2024-01-19,boston,all,787,10551,837,71,30038.44,5803.73,401.9,328.9,0.9403
2024-01-20,boston,all,862,11455,910,82,35259.09,6111.94,441.4,319.1,0.9473
2024-01-21,boston,all,746,10418,771,82,31069.31,5727.91,358.4,265.1,0.9676
2024-01-22,boston,all,641,9072,681,74,24751.55,4568.83,308.5,251.9,0.9413
2024-01-23,boston,all,634,8795,653,45,25882.22,5011.41,282.0,212.7,0.9709
2024-01-24,boston,all,677,9504,705,72,28443.21,5335.47,337.0,255.7,0.9603
2024-01-25,boston,all,698,9730,724,79,25912.06,5042.37,330.3,259.7,0.9641
2024-01-26,boston,all,815,10937,853,96,33469.46,6650.16,399.8,302.0,0.9555
2024-01-27,boston,all,841,11468,904,70,34252.9,6392.96,439.2,337.9,0.9303
2024-01-28,boston,all,787,10532,814,62,34439.83,6672.76,376.5,305.0,0.9668
2024-01-29,boston,all,639,8751,670,61,26271.89,4908.03,348.6,270.7,0.9537
2024-01-30,boston,all,643,8897,687,74,25191.61,4755.45,322.6,253.8,0.936
2024-01-31,boston,all,714,9745,766,61,28138.47,5185.36,337.5,250.3,0.9321
2024-02-01,boston,all,686,9925,732,65,30216.1,6006.59,362.9,270.8,0.9372
2024-02-02,boston,all,801,10896,864,96,31471.53,6122.07,407.2,329.5,0.9271
2024-02-03,boston,all,819,10812,872,76,33720.11,6493.09,451.7,366.7,0.9392
2024-02-04,boston,all,761,10414,812,77,30077.18,5410.51,366.7,293.6,0.9372
2024-02-05,boston,all,612,8646,643,73,25803.46,4762.35,287.8,210.7,0.9518
2024-02-06,boston,all,630,8749,658,56,26624.64,5215.43,327.7,262.8,0.9574
2024-02-07,boston,all,659,9135,694,55,26330.12,5215.77,343.6,248.1,0.9496
2024-02-08,boston,all,751,10511,802,63,29429.04,5883.64,385.1,300.2,0.9364
